REPO_PATH: code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv
FILE_NAME: non_insulin_dm_meds_dmd.csv

CONTENT_START
dmd_code,term,drug_class_1,drug_class_2,drug_substance_1,drug_substance_2
22026811000001104,Gliclazide 80mg tablets (Waymade Healthcare Plc) 28 tablet (product),SU,NA,Gliclazide,NA
22027111000001109,Glimepiride 1mg tablets (Waymade Healthcare Plc) (product),SU,NA,Glimepiride,NA
22027311000001106,Glimepiride 1mg tablets (Waymade Healthcare Plc) 30 tablet (product),SU,NA,Glimepiride,NA
22027411000001104,Glimepiride 2mg tablets (Waymade Healthcare Plc) (product),SU,NA,Glimepiride,NA
22027711000001105,Glimepiride 2mg tablets (Waymade Healthcare Plc) 30 tablet (product),SU,NA,Glimepiride,NA
22027911000001107,Glimepiride 3mg tablets (Waymade Healthcare Plc) (product),SU,NA,Glimepiride,NA
22028011000001109,Glimepiride 3mg tablets (Waymade Healthcare Plc) 30 tablet (product),SU,NA,Glimepiride,NA
22028211000001104,Glimepiride 4mg tablets (Waymade Healthcare Plc) (product),SU,NA,Glimepiride,NA
22028311000001107,Glimepiride 4mg tablets (Waymade Healthcare Plc) 30 tablet (product),SU,NA,Glimepiride,NA
22028411000001100,Glipizide 5mg tablets (Waymade Healthcare Plc) (product),SU,NA,Glipizide,NA
22028511000001101,Glipizide 5mg tablets (Waymade Healthcare Plc) 28 tablet (product),SU,NA,Glipizide,NA
22028611000001102,Glipizide 5mg tablets (Waymade Healthcare Plc) 56 tablet (product),SU,NA,Glipizide,NA
22082511000001109,Gliclazide 30mg modified-release tablets (Waymade Healthcare Plc) (product),SU,NA,Gliclazide,NA
22082611000001108,Gliclazide 30mg modified-release tablets (Waymade Healthcare Plc) 28 tablet (product),SU,NA,Gliclazide,NA
22082711000001104,Gliclazide 30mg modified-release tablets (Waymade Healthcare Plc) 56 tablet (product),SU,NA,Gliclazide,NA
22105211000001106,Metformin 500mg/5ml oral solution sugar free (Zentiva Pharma UK Ltd),MFN,NA,Metformin,NA
22105311000001103,Metformin 500mg/5ml oral solution sugar free (Zentiva Pharma UK Ltd) 100 ml,MFN,NA,Metformin,NA
22105411000001105,Metformin 500mg/5ml oral solution sugar free (Zentiva Pharma UK Ltd) 150 ml,MFN,NA,Metformin,NA
22224911000001109,Gliclazide 60mg modified-release tablets 28 tablet (product),SU,NA,Gliclazide,NA
22226111000001104,Gliclazide 60 mg modified-release tablet 1 tablet tablet,SU,NA,Gliclazide,NA
22246311000001100,Gliclazide 40mg/5ml oral suspension 100 ml (product),SU,NA,Gliclazide,NA
22246411000001107,Gliclazide 40mg/5ml oral suspension (Drug Tariff Special Order) 100 ml (product),SU,NA,Gliclazide,NA
22349811000001106,Metformin 500mg tablets (Aurobindo Pharma Ltd) (product),MFN,NA,Metformin,NA
22349911000001101,Metformin 500mg tablets (Aurobindo Pharma Ltd) 28 tablet 2 x 14 tablets (product),MFN,NA,Metformin,NA
22350011000001105,Metformin 850mg tablets (Aurobindo Pharma Ltd) (product),MFN,NA,Metformin,NA
22350111000001106,Metformin 850mg tablets (Aurobindo Pharma Ltd) 56 tablet 4 x 14 tablets (product),MFN,NA,Metformin,NA
22393411000001104,Metformin 500mg/5ml oral solution sugar free (Waymade Healthcare Plc) (product),MFN,NA,Metformin,NA
22393511000001100,Metformin 500mg/5ml oral solution sugar free (Waymade Healthcare Plc) 100 ml (product),MFN,NA,Metformin,NA
22393611000001101,Metformin 500mg/5ml oral solution sugar free (Waymade Healthcare Plc) 150 ml (product),MFN,NA,Metformin,NA
22405311000001104,Metformin 425mg/5ml oral suspension 150 ml (product),MFN,NA,Metformin,NA
22405411000001106,Metformin 425mg/5ml oral suspension (Special Order) 150 ml (product),MFN,NA,Metformin,NA
2258211000001109,Gliclazide 80mg tablets (Approved Prescription Services) 60 tablet 3 x 20 tablets (product),SU,NA,Gliclazide,NA
22949011000001105,Pioglitazone 15mg tablets (Sun Pharma UK Ltd),TZD,NA,Pioglitazone,NA
22949211000001100,Pioglitazone 15mg tablets (Sun Pharma UK Ltd) 28 tablet 4 x 7 tablets (product),TZD,NA,Pioglitazone,NA
22949311000001108,Pioglitazone 30mg tablets (Sun Pharma UK Ltd) (product),TZD,NA,Pioglitazone,NA
22949411000001101,Pioglitazone 30mg tablets (Sun Pharma UK Ltd) 28 tablet 4 x 7 tablets,TZD,NA,Pioglitazone,NA
22949511000001102,Pioglitazone 45mg tablets (Sun Pharma UK Ltd),TZD,NA,Pioglitazone,NA
22949711000001107,Pioglitazone 45mg tablets (Sun Pharma UK Ltd) 28 tablet 4 x 7 tablets,TZD,NA,Pioglitazone,NA
23424811000001105,Alogliptin benzoate (substance),DPP4,NA,Alogliptin,NA
234801000001104,Gliclazide 80mg tablet - product,SU,NA,Gliclazide,NA
23487411000001107,Pioglitazone 15mg tablets (Accord-UK Ltd),TZD,NA,Pioglitazone,NA
23487511000001106,Pioglitazone 15mg tablets (Accord-UK Ltd) 28 tablet 2 x 14 tablets,TZD,NA,Pioglitazone,NA
23487611000001105,Pioglitazone 30mg tablets (Accord-UK Ltd),TZD,NA,Pioglitazone,NA
23487711000001101,Pioglitazone 30mg tablets (Accord-UK Ltd) 28 tablet 2 x 14 tablets,TZD,NA,Pioglitazone,NA
23487811000001109,Pioglitazone 45mg tablets (Accord-UK Ltd),TZD,NA,Pioglitazone,NA
23488111000001101,Pioglitazone 45mg tablets (Accord-UK Ltd) 28 tablet 2 x 14 tablets,TZD,NA,Pioglitazone,NA
23596511000001102,Gliclazide 80mg tablets (Waymade Healthcare Plc) 60 tablet (product),SU,NA,Gliclazide,NA
23632511000001102,Alogliptin 12.5mg / Metformin 1g tablets 56 tablet (product),DPP4,MFN,Alogliptin,Metformin
23634011000001104,Alogliptin 6.25mg tablets 28 tablet (product),DPP4,NA,Alogliptin,NA
23635911000001101,Alogliptin 12.5mg tablets 28 tablet (product),DPP4,NA,Alogliptin,NA
23636211000001104,Alogliptin 25mg tablets 28 tablet (product),DPP4,NA,Alogliptin,NA
23637211000001102,Alogliptin (as alogliptin benzoate) 12.5 mg and metformin hydrochloride 1 gram oral tablet 1 tablet tablet,DPP4,MFN,Alogliptin,Metformin
23637311000001105,Alogliptin (as alogliptin benzoate) 12.5 mg oral tablet 1 tablet tablet,DPP4,NA,Alogliptin,NA
23637411000001103,Alogliptin (as alogliptin benzoate) 25 mg oral tablet 1 tablet tablet,DPP4,NA,Alogliptin,NA
23637511000001104,Alogliptin (as alogliptin benzoate) 6.25 mg oral tablet 1 tablet tablet,DPP4,NA,Alogliptin,NA
23638511000001100,Alogliptin (product),DPP4,NA,Alogliptin,NA
23638611000001101,Alogliptin + Metformin (product),DPP4,MFN,Alogliptin,Metformin
23638711000001105,Alogliptin (substance),DPP4,NA,Alogliptin,NA
23677911000001109,Sitagliptin 50mg tablets (Waymade Healthcare Plc) (product),DPP4,NA,Sitagliptin,NA
23678011000001106,Sitagliptin 50mg tablets (Waymade Healthcare Plc) 28 tablet (product),DPP4,NA,Sitagliptin,NA
23678111000001107,Sitagliptin 100mg tablets (Waymade Healthcare Plc) (product),DPP4,NA,Sitagliptin,NA
23678211000001101,Sitagliptin 100mg tablets (Waymade Healthcare Plc) 28 tablet (product),DPP4,NA,Sitagliptin,NA
23714811000001106,Canagliflozin (substance),SGLT2,NA,Canagliflozin,NA
23905811000001103,Canagliflozin hemihydrate (substance),SGLT2,NA,Canagliflozin,NA
23920511000001101,Gliclazide 30mg modified-release tablets (Phoenix Healthcare Distribution Ltd) (product),SU,NA,Gliclazide,NA
23920611000001102,Gliclazide 30mg modified-release tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product),SU,NA,Gliclazide,NA
23920711000001106,Gliclazide 30mg modified-release tablets (Phoenix Healthcare Distribution Ltd) 56 tablet (product),SU,NA,Gliclazide,NA
23943211000001106,Glibenclamide 2.5mg tablets (Doncaster Pharmaceuticals Ltd) (product),SU,NA,Glibenclamide,NA
23943311000001103,Glibenclamide 2.5mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product),SU,NA,Glibenclamide,NA
23943411000001105,Glibenclamide 5mg tablets (Doncaster Pharmaceuticals Ltd) (product),SU,NA,Glibenclamide,NA
23943511000001109,Glibenclamide 5mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product),SU,NA,Glibenclamide,NA
23943611000001108,Gliclazide 80mg tablets (Doncaster Pharmaceuticals Ltd) (product),SU,NA,Gliclazide,NA
23943711000001104,Gliclazide 80mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product),SU,NA,Gliclazide,NA
23943811000001107,Gliclazide 80mg tablets (Doncaster Pharmaceuticals Ltd) 60 tablet (product),SU,NA,Gliclazide,NA
24018011000001105,Dapagliflozin 5mg / Metformin 850mg tablets 56 tablet (product),SGLT2,MFN,Dapagliflozin,Metformin
24018411000001101,Dapagliflozin 5mg / Metformin 1g tablets 56 tablet (product),SGLT2,MFN,Dapagliflozin,Metformin
24054611000001100,Dapagliflozin (as dapagliflozin propanediol monohydrate) 5 mg and metformin hydrochloride 1 gram oral tablet 1 tablet tablet,SGLT2,MFN,Dapagliflozin,Metformin
24054711000001109,Dapagliflozin (as dapagliflozin propanediol monohydrate) 5 mg and metformin hydrochloride 850 mg oral tablet 1 tablet tablet,SGLT2,MFN,Dapagliflozin,Metformin
24056711000001100,Product containing only dapagliflozin and metformin (medicinal product),SGLT2,MFN,Dapagliflozin,Metformin
24088211000001103,Canagliflozin 300mg tablets 30 tablet (product),SGLT2,NA,Canagliflozin,NA
24088511000001100,Canagliflozin 100mg tablets 30 tablet (product),SGLT2,NA,Canagliflozin,NA
24104111000001107,Canagliflozin (product),SGLT2,NA,Canagliflozin,NA
24104411000001102,Canagliflozin 100mg tablets (product),SGLT2,NA,Canagliflozin,NA
24104511000001103,Canagliflozin (as canagliflozin hemihydrate) 300 mg oral tablet 1 tablet tablet,SGLT2,NA,Canagliflozin,NA
24106311000001103,Glimepiride 1mg tablets (DE Pharmaceuticals) (product),SU,NA,Glimepiride,NA
24106411000001105,Glimepiride 1mg tablets (DE Pharmaceuticals) 30 tablet (product),SU,NA,Glimepiride,NA
24106511000001109,Glimepiride 2mg tablets (DE Pharmaceuticals) (product),SU,NA,Glimepiride,NA
24106611000001108,Glimepiride 2mg tablets (DE Pharmaceuticals) 30 tablet (product),SU,NA,Glimepiride,NA
24106711000001104,Glimepiride 3mg tablets (DE Pharmaceuticals) (product),SU,NA,Glimepiride,NA
24106811000001107,Glimepiride 3mg tablets (DE Pharmaceuticals) 30 tablet (product),SU,NA,Glimepiride,NA
24106911000001102,Glimepiride 4mg tablets (DE Pharmaceuticals) (product),SU,NA,Glimepiride,NA
24107011000001103,Glimepiride 4mg tablets (DE Pharmaceuticals) 30 tablet (product),SU,NA,Glimepiride,NA
24107311000001100,Glipizide 5mg tablets (DE Pharmaceuticals) 28 tablet (product),SU,NA,Glipizide,NA
24130611000001101,Acarbose 50mg tablets (Morningside Healthcare Ltd) (product),Acarbose,NA,Acarbose,NA
24130711000001105,Acarbose 50mg tablets (Morningside Healthcare Ltd) 90 tablet (product),Acarbose,NA,Acarbose,NA
24130811000001102,Acarbose 100mg tablets (Morningside Healthcare Ltd) (product),Acarbose,NA,Acarbose,NA
24130911000001107,Acarbose 100mg tablets (Morningside Healthcare Ltd) 90 tablet (product),Acarbose,NA,Acarbose,NA
24134911000001102,Pioglitazone 30mg tablets (Morningside Healthcare Ltd) (product),TZD,NA,Pioglitazone,NA
24135011000001102,Pioglitazone 30mg tablets (Morningside Healthcare Ltd) 28 tablet (product),TZD,NA,Pioglitazone,NA
24135111000001101,Pioglitazone 45mg tablets (Morningside Healthcare Ltd) (product),TZD,NA,Pioglitazone,NA
24137211000001104,Pioglitazone 15mg tablets (Morningside Healthcare Ltd) (product),TZD,NA,Pioglitazone,NA
24137311000001107,Pioglitazone 15mg tablets (Morningside Healthcare Ltd) 28 tablet (product),TZD,NA,Pioglitazone,NA
24137711000001106,Pioglitazone 45mg tablets (Morningside Healthcare Ltd) 28 tablet (product),TZD,NA,Pioglitazone,NA
24380011000001107,Metformin 500mg tablets (DE Pharmaceuticals) (product),MFN,NA,Metformin,NA
24380111000001108,Metformin 500mg tablets (DE Pharmaceuticals) 28 tablet (product),MFN,NA,Metformin,NA
24380311000001105,Metformin 500mg tablets (DE Pharmaceuticals) 84 tablet (product),MFN,NA,Metformin,NA
24380411000001103,Metformin 500mg tablets (DE Pharmaceuticals) 500 tablet (product),MFN,NA,Metformin,NA
24380511000001104,Metformin 850mg tablets (DE Pharmaceuticals) (product),MFN,NA,Metformin,NA
24380611000001100,Metformin 850mg tablets (DE Pharmaceuticals) 56 tablet (product),MFN,NA,Metformin,NA
24380711000001109,Metformin 850mg tablets (DE Pharmaceuticals) 300 tablet (product),MFN,NA,Metformin,NA
24380811000001101,Metformin 1g modified-release tablets (DE Pharmaceuticals) (product),MFN,NA,Metformin,NA
24380911000001106,Metformin 1g modified-release tablets (DE Pharmaceuticals) 28 tablet (product),MFN,NA,Metformin,NA
24381011000001103,Metformin 1g modified-release tablets (DE Pharmaceuticals) 56 tablet (product),MFN,NA,Metformin,NA
24381111000001102,Metformin 500mg modified-release tablets (DE Pharmaceuticals) (product),MFN,NA,Metformin,NA
24381211000001108,Metformin 500mg modified-release tablets (DE Pharmaceuticals) 28 tablet (product),MFN,NA,Metformin,NA
24381311000001100,Metformin 500mg modified-release tablets (DE Pharmaceuticals) 56 tablet (product),MFN,NA,Metformin,NA
244301000001105,Metformin hydrochloride 850mg tablet - product,MFN,NA,Metformin,NA
24551111000001108,Gliclazide 30mg modified-release tablets (Actavis UK Ltd) 56 tablet 2 x 28 tablets (product),SU,NA,Gliclazide,NA
24554311000001108,Metformin 500mg modified-release tablets (Actavis UK Ltd) (product),MFN,NA,Metformin,NA
24554411000001101,Metformin 500mg modified-release tablets (Actavis UK Ltd) 28 tablet (product),MFN,NA,Metformin,NA
24554511000001102,Metformin 1g modified-release tablets (Actavis UK Ltd) (product),MFN,NA,Metformin,NA
24554611000001103,Metformin 1g modified-release tablets (Actavis UK Ltd) 28 tablet (product),MFN,NA,Metformin,NA
24554711000001107,Metformin 500mg modified-release tablets (Actavis UK Ltd) 56 tablet (product),MFN,NA,Metformin,NA
24554811000001104,Metformin 1g modified-release tablets (Actavis UK Ltd) 56 tablet (product),MFN,NA,Metformin,NA
24655811000001105,Albiglutide (substance),GLP1,NA,Albiglutide,NA
24672211000001101,Empagliflozin (substance),SGLT2,NA,Empagliflozin,NA
25238711000001104,Empagliflozin 10mg tablets 28 tablet (product),SGLT2,NA,Empagliflozin,NA
25239411000001102,Empagliflozin 25mg tablets 28 tablet (product),SGLT2,NA,Empagliflozin,NA
25290511000001101,Empagliflozin 10 mg oral tablet 1 tablet tablet,SGLT2,NA,Empagliflozin,NA
25290611000001102,Empagliflozin 25 mg oral tablet 1 tablet tablet,SGLT2,NA,Empagliflozin,NA
25304211000001100,Empagliflozin (product),SGLT2,NA,Empagliflozin,NA
257011000001104,Metformin 500mg tablets (Viatris UK Healthcare Ltd),MFN,NA,Metformin,NA
26124005,Glipizide,SU,NA,Glipizide,NA
27048811000001102,Tolbutamide 500mg tablets 112 tablet (product),SU,NA,Tolbutamide,NA
27048911000001107,Tolbutamide 500mg tablets (A A H Pharmaceuticals Ltd) 112 tablet (product),SU,NA,Tolbutamide,NA
27117211000001103,Tolbutamide 500mg tablets (Genesis Pharmaceuticals Ltd) (product),SU,NA,Tolbutamide,NA
27117311000001106,Tolbutamide 500mg tablets (Genesis Pharmaceuticals Ltd) 112 tablet (product),SU,NA,Tolbutamide,NA
27140111000001100,Tolbutamide 500mg tablets (Alliance Healthcare (Distribution) Ltd) 112 tablet (product),SU,NA,Tolbutamide,NA
27692711000001106,Chlorpropamide 100mg tablets 1 tablet (product),SU,NA,Chlorpropamide,NA
27692911000001108,Chlorpropamide 100mg tablets (Special Order) (product),SU,NA,Chlorpropamide,NA
27693111000001104,Chlorpropamide 100mg tablets (Special Order) 1 tablet (product),SU,NA,Chlorpropamide,NA
27879911000001104,Metformin 500mg/5ml oral solution sugar free (Pinewood Healthcare) (product),MFN,NA,Metformin,NA
27880011000001103,Metformin 500mg/5ml oral solution sugar free (Pinewood Healthcare) 100 ml (product),MFN,NA,Metformin,NA
27880111000001102,Metformin 500mg/5ml oral solution sugar free (Pinewood Healthcare) 150 ml (product),MFN,NA,Metformin,NA
28022211000001106,Canagliflozin 50mg / Metformin 850mg tablets 60 tablet (product),SGLT2,MFN,Canagliflozin,Metformin
28024111000001108,Canagliflozin 50mg / Metformin 1g tablets 60 tablet (product),SGLT2,MFN,Canagliflozin,Metformin
28049211000001101,Canagliflozin (as canagliflozin hemihydrate) 50 mg and metformin hydrochloride 1 gram oral tablet 1 tablet tablet,SGLT2,MFN,Canagliflozin,Metformin
28049311000001109,Canagliflozin (as canagliflozin hemihydrate) 50 mg and metformin hydrochloride 850 mg oral tablet 1 tablet tablet,SGLT2,MFN,Canagliflozin,Metformin
28050111000001100,Canagliflozin + Metformin (product),SGLT2,MFN,Canagliflozin,Metformin
28054211000001103,Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),GLP1,NA,Liraglutide,NA
28279611000001109,Insulin degludec 100 unit/ml and liraglutide 3.6 mg/ml solution for injection 3 ml pre-filled disposable injection,GLP1,NA,Liraglutide,NA
28279811000001108,Insulin degludec + Liraglutide (product),GLP1,NA,Liraglutide,NA
28395711000001101,Dulaglutide (substance),GLP1,NA,Dulaglutide,NA
28415811000001101,Metformin 500mg/5ml oral solution sugar free (Focus Pharmaceuticals Ltd) (product),MFN,NA,Metformin,NA
28415911000001106,Metformin 500mg/5ml oral solution sugar free (Focus Pharmaceuticals Ltd) 150 ml (product),MFN,NA,Metformin,NA
28425911000001100,Exenatide 2mg powder and solvent for suspension for injection pre-filled disposable devices 4 pre-filled disposable injection (product),GLP1,NA,Exenatide,NA
28440211000001102,Exenatide 2 mg powder and solvent for prolonged-release suspension for injection 1 pre-filled disposable injection pre-filled disposable injection,GLP1,NA,Exenatide,NA
28460911000001101,Dulaglutide 0.75mg/0.5ml solution for injection pre-filled disposable devices 4 pre-filled disposable injection (product),GLP1,NA,Dulaglutide,NA
28462111000001100,Dulaglutide 1.5mg/0.5ml solution for injection pre-filled disposable devices 4 pre-filled disposable injection (product),GLP1,NA,Dulaglutide,NA
28775211000001102,Canagliflozin 100mg tablets (Colorama Pharmaceuticals Ltd) (product),SGLT2,NA,Canagliflozin,NA
28775311000001105,Canagliflozin 100mg tablets (Colorama Pharmaceuticals Ltd) 30 tablet (product),SGLT2,NA,Canagliflozin,NA
28775411000001103,Canagliflozin 300mg tablets (Colorama Pharmaceuticals Ltd) (product),SGLT2,NA,Canagliflozin,NA
28775511000001104,Canagliflozin 300mg tablets (Colorama Pharmaceuticals Ltd) 30 tablet (product),SGLT2,NA,Canagliflozin,NA
28776011000001103,Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices (Colorama Pharmaceuticals Ltd) (product),GLP1,NA,Liraglutide,NA
28776111000001102,Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices (Colorama Pharmaceuticals Ltd) 2 pre-filled disposable injection (product),GLP1,NA,Liraglutide,NA
28776211000001108,Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices (Colorama Pharmaceuticals Ltd) 3 pre-filled disposable injection (product),GLP1,NA,Liraglutide,NA
28783311000001101,Dulaglutide (product),GLP1,NA,Dulaglutide,NA
28785111000001102,Metformin 1g oral powder sachets sugar free (J M McGill Ltd) (product),MFN,NA,Metformin,NA
28785211000001108,Metformin 1g oral powder sachets sugar free (J M McGill Ltd) 30 sachet (product),MFN,NA,Metformin,NA
28789611000001108,Dulaglutide 1.5 mg/ml solution for injection 0.5 ml pre-filled disposable injection,GLP1,NA,Dulaglutide,NA
28789711000001104,Dulaglutide 3 mg/ml solution for injection 0.5 ml pre-filled disposable injection,GLP1,NA,Dulaglutide,NA
29698411000001109,Tolbutamide 500mg tablets (Actavis UK Ltd) 112 tablet 8 x 14 tablets (product),SU,NA,Tolbutamide,NA
29699911000001109,Canagliflozin 100mg tablets (J M McGill Ltd) (product),SGLT2,NA,Canagliflozin,NA
29700011000001106,Canagliflozin 100mg tablets (J M McGill Ltd) 30 tablet (product),SGLT2,NA,Canagliflozin,NA
29700111000001107,Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices (J M McGill Ltd) (product),GLP1,NA,Liraglutide,NA
29700211000001101,Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices (J M McGill Ltd) 2 pre-filled disposable injection (product),GLP1,NA,Liraglutide,NA
29750011000001101,Sitagliptin 25mg tablets (Waymade Healthcare Plc) (product),DPP4,NA,Sitagliptin,NA
29750111000001100,Sitagliptin 25mg tablets (Waymade Healthcare Plc) 28 tablet (product),DPP4,NA,Sitagliptin,NA
29754211000001103,Acarbose 100mg tablets (Sigma Pharmaceuticals Plc) (product),Acarbose,NA,Acarbose,NA
29754311000001106,Acarbose 100mg tablets (Sigma Pharmaceuticals Plc) 90 tablet (product),Acarbose,NA,Acarbose,NA
29754711000001105,Acarbose 50mg tablets (Sigma Pharmaceuticals Plc) (product),Acarbose,NA,Acarbose,NA
29754811000001102,Acarbose 50mg tablets (Sigma Pharmaceuticals Plc) 90 tablet (product),Acarbose,NA,Acarbose,NA
29853611000001101,Canagliflozin 100mg tablets (Niche Pharma Ltd) (product),SGLT2,NA,Canagliflozin,NA
29853711000001105,Canagliflozin 100mg tablets (Niche Pharma Ltd) 30 tablet (product),SGLT2,NA,Canagliflozin,NA
29854711000001107,Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices (Niche Pharma Ltd) (product),GLP1,NA,Liraglutide,NA
29854811000001104,Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices (Niche Pharma Ltd) 2 pre-filled disposable injection (product),GLP1,NA,Liraglutide,NA
29855111000001105,Metformin 1g oral powder sachets sugar free (Niche Pharma Ltd) (product),MFN,NA,Metformin,NA
29855211000001104,Metformin 1g oral powder sachets sugar free (Niche Pharma Ltd) 30 sachet (product),MFN,NA,Metformin,NA
29869311000001101,Glibenclamide 2.5mg tablets (Sigma Pharmaceuticals Plc) (product),SU,NA,Glibenclamide,NA
29869411000001108,Glibenclamide 2.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product),SU,NA,Glibenclamide,NA
29869511000001107,Glibenclamide 5mg tablets (Sigma Pharmaceuticals Plc) (product),SU,NA,Glibenclamide,NA
29869611000001106,Glibenclamide 5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product),SU,NA,Glibenclamide,NA
29869711000001102,Gliclazide 80mg tablets (Sigma Pharmaceuticals Plc) (product),SU,NA,Gliclazide,NA
29869811000001105,Gliclazide 80mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product),SU,NA,Gliclazide,NA
29869911000001100,Gliclazide 80mg tablets (Sigma Pharmaceuticals Plc) 60 tablet (product),SU,NA,Gliclazide,NA
29870011000001101,Glipizide 5mg tablets (Sigma Pharmaceuticals Plc) (product),SU,NA,Glipizide,NA
29870111000001100,Glipizide 5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product),SU,NA,Glipizide,NA
29870211000001106,Glipizide 5mg tablets (Sigma Pharmaceuticals Plc) 56 tablet (product),SU,NA,Glipizide,NA
29906011000001102,Metformin 500mg tablets (Sigma Pharmaceuticals Plc) (product),MFN,NA,Metformin,NA
29906111000001101,Metformin 500mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product),MFN,NA,Metformin,NA
29906211000001107,Metformin 500mg tablets (Sigma Pharmaceuticals Plc) 84 tablet (product),MFN,NA,Metformin,NA
29906311000001104,Metformin 500mg tablets (Sigma Pharmaceuticals Plc) 500 tablet (product),MFN,NA,Metformin,NA
29906411000001106,Metformin 850mg tablets (Sigma Pharmaceuticals Plc) (product),MFN,NA,Metformin,NA
29906511000001105,Metformin 850mg tablets (Sigma Pharmaceuticals Plc) 56 tablet (product),MFN,NA,Metformin,NA
29906611000001109,Metformin 850mg tablets (Sigma Pharmaceuticals Plc) 300 tablet (product),MFN,NA,Metformin,NA
29918411000001109,Metformin 500mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc) (product),MFN,NA,Metformin,NA
29918511000001108,Metformin 500mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc) 100 ml (product),MFN,NA,Metformin,NA
29918611000001107,Metformin 500mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc) 150 ml (product),MFN,NA,Metformin,NA
29985811000001104,Pioglitazone 15mg tablets (Sigma Pharmaceuticals Plc) (product),TZD,NA,Pioglitazone,NA
29985911000001109,Pioglitazone 15mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product),TZD,NA,Pioglitazone,NA
29986011000001101,Pioglitazone 30mg tablets (Sigma Pharmaceuticals Plc) (product),TZD,NA,Pioglitazone,NA
29986111000001100,Pioglitazone 30mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product),TZD,NA,Pioglitazone,NA
29986211000001106,Pioglitazone 45mg tablets (Sigma Pharmaceuticals Plc) (product),TZD,NA,Pioglitazone,NA
29986311000001103,Pioglitazone 45mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product),TZD,NA,Pioglitazone,NA
29988711000001100,Acarbose 50mg tablets (Mawdsley-Brooks & Company Ltd) (product),Acarbose,NA,Acarbose,NA
29988811000001108,Acarbose 50mg tablets (Mawdsley-Brooks & Company Ltd) 90 tablet (product),Acarbose,NA,Acarbose,NA
29988911000001103,Acarbose 100mg tablets (Mawdsley-Brooks & Company Ltd) (product),Acarbose,NA,Acarbose,NA
29989011000001107,Acarbose 100mg tablets (Mawdsley-Brooks & Company Ltd) 90 tablet (product),Acarbose,NA,Acarbose,NA
30056811000001105,Gliclazide 30mg modified-release tablets (DE Pharmaceuticals) (product),SU,NA,Gliclazide,NA
30056911000001100,Gliclazide 30mg modified-release tablets (DE Pharmaceuticals) 28 tablet (product),SU,NA,Gliclazide,NA
30057011000001101,Gliclazide 30mg modified-release tablets (DE Pharmaceuticals) 56 tablet (product),SU,NA,Gliclazide,NA
30077211000001109,Pioglitazone 15mg tablets (DE Pharmaceuticals) (product),TZD,NA,Pioglitazone,NA
30077311000001101,Pioglitazone 15mg tablets (DE Pharmaceuticals) 28 tablet (product),TZD,NA,Pioglitazone,NA
30088811000001104,Repaglinide 1mg tablets (DE Pharmaceuticals) (product),Glinide,NA,Repaglinide,NA
30088911000001109,Repaglinide 1mg tablets (DE Pharmaceuticals) 30 tablet (product),Glinide,NA,Repaglinide,NA
30089011000001100,Repaglinide 1mg tablets (DE Pharmaceuticals) 90 tablet (product),Glinide,NA,Repaglinide,NA
30089311000001102,Repaglinide 2mg tablets (DE Pharmaceuticals) (product),Glinide,NA,Repaglinide,NA
30089511000001108,Repaglinide 2mg tablets (DE Pharmaceuticals) 90 tablet (product),Glinide,NA,Repaglinide,NA
30100711000001104,Tolbutamide 500mg tablets (DE Pharmaceuticals) (product),SU,NA,Tolbutamide,NA
30100811000001107,Tolbutamide 500mg tablets (DE Pharmaceuticals) 28 tablet (product),SU,NA,Tolbutamide,NA
30100911000001102,Tolbutamide 500mg tablets (DE Pharmaceuticals) 112 tablet (product),SU,NA,Tolbutamide,NA
