REPO_PATH: code_lists/conditions/diabetes/all_diabetes_snomed.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/conditions/diabetes/all_diabetes_snomed.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/conditions/diabetes/all_diabetes_snomed.csv
FILE_NAME: all_diabetes_snomed.csv

CONTENT_START
conceptId,term,category,qof
16747741000119100,Proliferative retinopathy of left eye due to diabetes mellitus type 1,type 1,0
16747901000119104,Proliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder),type 2,0
16748141000119100,Proliferative retinopathy of bilateral eyes due to diabetes mellitus type 2,type 2,0
16748741000119101,Proliferative retinopathy of right eye due to diabetes mellitus type 1,type 1,0
16749661000119102,Proliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder),type 2,0
16749781000119101,Proliferative retinopathy of bilateral eyes due to diabetes mellitus type 1,type 1,0
16890881000119106,History of proliferative diabetic retinopathy,unspecified,0
16890921000119104,History of nonproliferative diabetic retinopathy,unspecified,0
16891151000119103,Coronary artery disease due to type 2 diabetes mellitus (disorder),type 2,0
16891191000119108,Coronary artery disease due to type 1 diabetes mellitus,type 1,0
169561000000105,Patient diabetes education review,unspecified,0
170061000000103,Transition of diabetes care options discussed,unspecified,0
170281000000100,Referral to diabetes preconception counselling clinic,unspecified,0
170311000000102,Referral to diabetes structured education programme,unspecified,0
170742000,Diabetic monitoring,unspecified,0
170743005,Initial diabetic assessment,unspecified,0
170744004,Follow-up diabetic assessment,unspecified,0
170745003,Diabetic on diet only,unspecified,0
170746002,Diabetic on oral treatment,unspecified,0
170747006,Diabetic on insulin,unspecified,0
170752001,Has seen dietician - diabetes,unspecified,0
170753006,Understands diet - diabetes,unspecified,0
170754000,Injection sites (& diabetic),unspecified,0
170757007,Fundoscopy - diabetic check,unspecified,0
170760000,Diabetic drug side effects,unspecified,0
170761001,Diabetic treatment changed,unspecified,0
170763003,Diabetic - good control,unspecified,0
170764009,Diabetic - poor control (& unstable),unspecified,0
170768007,Diabetic - poor control NOS,unspecified,0
170769004,Diabetic - cooperative patient,unspecified,0
170770003,Diabetic-uncooperative patient,unspecified,0
170771004,Diabetic - follow-up default,unspecified,0
170772006,Date diabetic treatment start,unspecified,0
170773001,Date diabetic treatment stopped,unspecified,0
170774007,Diabetes: practice program,unspecified,0
170775008,Diabetes: shared care programme,unspecified,0
170776009,Diabetes management plan given,unspecified,0
170777000,Diabetic annual review,unspecified,0
170778005,Annual diabetic blood test,unspecified,0
170779002,Diabetic monitoring NOS,unspecified,0
170841000000109,Attended diabetes structured education programme,unspecified,0
171771000000103,Diabetes resolved,unspecified,0
171851000000104,O/E - right eye stable treated proliferative diabetic retinopathy,unspecified,0
171861000000101,O/E - left eye stable treated proliferative diabetic retinopathy,unspecified,0
171961000000107,O/E - right chronic diabetic foot ulcer,unspecified,0
171971000000100,O/E - left chronic diabetic foot ulcer,unspecified,0
174141000000106,Patient diabetes education review,unspecified,0
174721000000100,Transition of diabetes care options discussed,unspecified,0
174941000000109,Referral to diabetes preconception counselling clinic,unspecified,0
174961000000105,Referral to diabetes structured education programme,unspecified,0
175501000000100,Attended diabetes structured education programme,unspecified,0
1771691000000102,Ulcer of foot due to diabetes mellitus in remission (disorder),unspecified,0
1771701000000102,Ulcer of right foot due to diabetes mellitus in remission (disorder),unspecified,0
1771711000000100,Ulcer of left foot due to diabetes mellitus in remission (disorder),unspecified,0
182761001,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction,unspecified,0
182780004,Diabetic crisis monitoring,unspecified,0
182781000,Diabetic stabilization,unspecified,0
183056000,Patient advised about diabetic diet,unspecified,0
183097007,Diabetic leaflet given,unspecified,0
18311000119109,Infant of diabetic mother,unspecified,0
183472000,Admit diabetic emergency,unspecified,0
183506001,Non-urgent diabetic admission,unspecified,0
183530004,Referral to diabetologist,unspecified,0
183585000,Refer diabetic liaison nurse,unspecified,0
183615002,Referral to diabetes nurse,unspecified,0
183722003,Diabetology D.V. requested,unspecified,0
183751004,Diabetology D.V. done,unspecified,0
183781007,Listed for Diabetology admissn,unspecified,0
183910005,Private referral to diabetologist,unspecified,0
18521000119106,Microalbuminuria due to type 1 diabetes mellitus,type 1,0
185229005,Seen in diabetic clinic,unspecified,0
185258008,Seen in diabetic eye clinic,unspecified,0
185502001,Attending diabetes clinic,unspecified,0
185753003,Attends diabetes monitoring,unspecified,0
185754009,Refuses diabetes monitoring,unspecified,0
185755005,Diabetes monitoring default,unspecified,0
185756006,Diabetes monitoring first letter,unspecified,0
185757002,Diabetes monitoring second letter,unspecified,0
185758007,Diabetes monitoring third letter,unspecified,0
185759004,Diabetes monitoring verbal invite,unspecified,0
185760009,Diabetes monitoring telephone invite,unspecified,0
185761008,Diabetes monitoring deleted,unspecified,0
185762001,Diabetes monitored (& check done),unspecified,0
186901000000105,O/E - sight threatening diabetic retinopathy,unspecified,0
1874901000000100,Diabetic eye screening service (qualifier value),unspecified,0
1874911000000103,Ophthalmology diabetes service (qualifier value),unspecified,0
187831000000106,Patient offered diabetes structured education programme,unspecified,0
187901000000108,Diabetic retinopathy screening offered,unspecified,0
188101000000106,Diabetes care plan agreed,unspecified,0
188281000000107,Discharged from care of diabetes specialist nurse,unspecified,0
188451000000102,Patient held diabetic record declined,unspecified,0
188681000000105,Seen in diabetic nurse consultant clinic,unspecified,0
188691000000107,Seen in community diabetes specialist clinic,unspecified,0
188701000000107,Seen in community diabetic specialist nurse clinic,unspecified,0
188931000000103,Diabetic patient unsuitable for digital retinal photography,unspecified,0
190321005,Diabetes mellitus with no mention of complication,unspecified,0
190322003,Diabetes mellitus: [juvenile type with no mention of complication] or [insulin dependent],type 1,0
190323008,Non-insulin dependent diabetes mellitus,type 1,0
190324002,Diabetes mellitus NOS with no mention of complication,unspecified,0
190325001,Diabetes mellitus juvenile type with ketoacidosis,type 1,0
190326000,Diabetes mellitus adult onset with ketoacidosis,type 2,0
190327009,Other specified diabetes mellitus with ketoacidosis,unspecified,0
190328004,Diabetes mellitus NOS with ketoacidosis,unspecified,0
190329007,Diabetes mellitus with hyperosmolar coma,unspecified,0
190330002,Diabetes mellitus juvenile type with hyperosmolar coma,type 1,0
190331003,Diabetes mellitus adult onset with hyperosmolar coma,type 2,0
190332005,Diabetes mellitus NOS with hyperosmolar coma,unspecified,0
190333000,Diabetes mellitus with ketoacidotic coma,unspecified,0
190334006,Diabetes mellitus juvenile type with ketoacidotic coma,type 1,0
190335007,Diabetes mellitus adult onset with ketoacidotic coma,type 2,0
190336008,Other specified diabetes mellitus with coma,unspecified,0
190337004,Diabetes mellitus NOS with ketoacidotic coma,unspecified,0
190338009,Diabetes mellitus: [with renal manifestation] or [nephropathy],unspecified,0
190339001,Diabetes mellitus juvenile type with renal manifestation,type 1,0
190340004,Diabetes mellitus adult onset with renal manifestation,type 2,0
190341000,Other specified diabetes mellitus with renal complications,unspecified,0
190341000000105,O/E - sight threatening diabetic retinopathy,unspecified,0
190342007,Diabetes mellitis with nephropathy NOS,unspecified,0
190343002,Diabetes mellitus with ophthalmic manifestation,unspecified,0
190345009,Diabetes mellitus juvenile type with ophthalmic manifestation,type 1,0
190346005,Diabetes mellitus adult onset with ophthalmic manifestation,type 2,0
190347001,Other specified diabetes mellitus with ophthalmic complications,unspecified,0
190348006,Diabetes mellitus NOS with ophthalmic manifestation,unspecified,0
190349003,Diabetes mellitus with neurological manifestation: (& [amyotrophy] or [neuropathy] or [polyneuropathy]),unspecified,0
190350003,Diabetes mellitus juvenile type with neurological manifestation,type 1,0
190351004,Diabetes mellitus adult onset with neurological manifestation,type 2,0
190352006,Other specified diabetes mellitus with neurological complications,unspecified,0
190353001,Diabetes mellitus NOS with neurological manifestation,unspecified,0
190354007,Diabetes mellitus with: [gangrene] or [peripheral circulatory disorder],unspecified,0
190355008,Diabetes mellitus juvenile type with peripheral circulatory disorder,type 1,0
190356009,Diabetes mellitus adult onset with peripheral circulatory disorder,type 2,0
190357000,Diabetes mellitus adult with gangrene,unspecified,0
190358005,IDDM with peripheral circulatory disorder,type 1,0
190359002,NIDDM with peripheral circulatory disorder,type 2,0
190360007,Other specified diabetes mellitus with peripheral circulatory complications,unspecified,0
190361006,Diabetes mellitus NOS with peripheral circulatory disorder,unspecified,0
190362004,Type I diabetes mellitus,type 1,0
190363009,Type I diabetes mellitus with renal complications,type 1,0
190364003,Type 1 diabetes mellitus with ophthalmic complications,type 1,0
190365002,Type 1 diabetes mellitus with neurological complications,type 1,0
190366001,Type I diabetes mellitus with multiple complications,type 1,0
190367005,Unstable type I diabetes mellitus,type 1,0
190368000,Type I diabetes mellitus with ulcer,type 1,1
190369008,Type 1 diabetes mellitus with gangrene,type 1,1
190370009,Type I diabetes mellitus with retinopathy,type 1,0
190371008,Type 1 diabetes mellitus - poor control,type 1,0
190372001,Type I diabetes mellitus maturity onset,type 1,1
190373006,Type I diabetes mellitus without complication,type 1,0
190374000,Type I diabetes mellitus with mononeuropathy,type 1,0
190375004,Type I diabetes mellitus with polyneuropathy,type 1,0
190376003,Type I diabetes mellitus with nephropathy,type 1,0
190377007,Type I diabetes mellitus with hypoglycemic coma,type 1,0
190378002,Type I diabetes mellitus with diabetic cataract,type 1,0
190379005,Type I diabetes mellitus with peripheral angiopathy,type 1,0
190380008,Type I diabetes mellitus with arthropathy,type 1,0
190381007,Type I diabetes mellitus with neuropathic arthropathy,type 1,0
190382000,Other specified diabetes mellitus with multiple complications,unspecified,0
190383005,Unspecified diabetes mellitus with multiple complications,unspecified,0
190384004,Type II diabetes mellitus,type 2,0
190385003,Type 2 diabetes mellitus with renal complications,type 2,0
190386002,Type II diabetes mellitus with ophthalmic complications,type 2,0
190387006,Type 2 diabetes mellitus with neurological complications,type 2,0
190388001,Type II diabetes mellitus with multiple complications,type 2,1
190389009,Type 2 diabetes mellitus with ulcer,type 2,1
190390000,Type II diabetes mellitus with gangrene,type 2,1
190391001,Type 2 diabetes mellitus with retinopathy,type 2,0
190392008,Type II diabetes mellitus - poor control,type 2,0
190395005,Type II diabetes mellitus without complication,type 2,0
190396006,Type II diabetes mellitus with mononeuropathy,type 2,0
190397002,Type II diabetes mellitus with polyneuropathy,type 2,0
190398007,Type II diabetes mellitus with nephropathy,type 2,0
190399004,Type II diabetes mellitus with hypoglycemic coma,type 2,0
190400006,Type II diabetes mellitus with diabetic cataract,type 2,0
190401005,Type II diabetes mellitus with peripheral angiopathy,type 2,0
190402003,Type II diabetes mellitus with arthropathy,type 2,0
190403008,Type II diabetes mellitus with neuropathic arthropathy,type 2,0
190417004,Diabetes mellitus with other specified manifestation,unspecified,0
190418009,Diabetes mellitus juvenile type with other specified manifestation,type 1,0
190419001,Diabetes mellitus adult onset with other specified manifestation,type 2,0
190420007,Other specified diabetes mellitus with other specified complications,unspecified,0
190421006,Diabetes mellitus NOS with other specified manifestation,unspecified,0
190422004,Diabetes mellitus with unspecified complication,unspecified,0
190423009,Diabetes mellitus juvenile type with unspecified complication,type 1,0
190424003,Diabetes mellitus adult onset with unspecified complication,type 2,0
190425002,Other specified diabetes mellitus with unspecified complications,unspecified,0
190426001,Diabetes mellitus NOS with unspecified complication,unspecified,0
191044006,Diabetes mellitus,unspecified,0
191045007,[X]Other specified diabetes mellitus,unspecified,0
191048009,[X]Unspecified diabetes mellitus with renal complications,unspecified,0
191271000000102,Patient offered diabetes structured education programme,unspecified,0
191341000000101,Diabetic retinopathy screening offered,unspecified,0
191601000000107,Diabetes care plan agreed,unspecified,0
191781000000105,Discharged from care of diabetes specialist nurse,unspecified,0
191951000000102,Patient held diabetic record declined,unspecified,0
192181000000104,Seen in diabetic nurse consultant clinic,unspecified,0
192191000000102,Seen in community diabetes specialist clinic,unspecified,0
192201000000100,Seen in community diabetic specialist nurse clinic,unspecified,0
192431000000107,Diabetic patient unsuitable for digital retinal photography,unspecified,0
193141005,Diabetic mononeuritis multiplex,unspecified,0
193156001,Diabetic mononeuritis NOS,unspecified,0
193182005,Diabetic neuropathy &/or diabetic polyneuropathy,unspecified,0
193183000,Acute painful diabetic neuropathy,unspecified,0
193184006,Chronic painful diabetic neuropathy,unspecified,0
193185007,Asymptomatic diabetic neuropathy,unspecified,0
193211001,(Myasthenic syndrome due to diabetic amyotrophy) or (diabetic amyotrophy),unspecified,0
193263008,Diabetic mononeuropathy,unspecified,0
193349004,Preproliferative diabetic retinopathy,unspecified,0
193350004,Advanced diabetic maculopathy,unspecified,0
193351000,Diabetic maculopathy,unspecified,0
193352007,Advanced diabetic retinal disease,unspecified,0
193353002,Diabetic retinopathy NOS,unspecified,0
193489006,Diabetic iritis,unspecified,0
19378003,Diabetic pseudotabes,unspecified,0
197605007,Nephrotic syndrome in diabetes mellitus,unspecified,0
198101000000107,Diabetic monitoring - injection site check declined (finding),unspecified,0
198111000000109,Diabetic monitoring - injection site not checked (finding),unspecified,0
198493003,[X]Glomerular disorders in diabetes mellitus,unspecified,0
198501000000100,Diabetic 6 month review (regime/therapy),unspecified,0
198661000000102,Type 1 diabetes mellitus with gastroparesis (disorder),type 1,0
198671000000109,Type 2 diabetes mellitus with gastroparesis (disorder),type 2,0
198831000000108,Referral to multidisciplinary diabetic clinic (procedure),unspecified,0
198841000000104,Seen in multidisciplinary diabetic clinic (finding),unspecified,0
199223000,Diabetes mellitus during pregnancy childbirth and the puerperium,unspecified,0
199224006,Diabetes mellitus - unspecified whether during pregnancy or the puerperium,unspecified,0
199225007,Diabetes mellitus during pregnancy - baby delivered,unspecified,0
199226008,Diabetes mellitus in the puerperium - baby delivered during current episode of care,unspecified,0
199227004,Diabetes mellitus during pregnancy - baby not yet delivered,unspecified,0
199228009,Diabetes mellitus in the pueperium - baby delivered during previous episode of care,unspecified,0
199229001,Pre-existing diabetes mellitus insulin-dependent,type 1,0
199230006,Pre-existing diabetes mellitus non-insulin-dependent,type 2,0
199233008,[X]Pre-existing diabetes mellitus unspecified,unspecified,0
199234002,Diabetes mellitus during pregnancy childbirth or the puerperium NOS,unspecified,0
199301000000100,Did not attend diabetic retinopathy clinic (finding),unspecified,0
199481000000100,Diabetic monitoring - lower risk albumin excretion (finding),unspecified,0
199491000000103,Diabetic monitoring - higher risk albumin excretion (finding),unspecified,0
200505002,[X]Pre-existing diabetes mellitus unspecified,unspecified,0
200687002,Cellulitis in diabetic foot,unspecified,0
201000119106,Disorder associated with well controlled type 2 diabetes mellitus,type 2,0
201141000000103,No diabetic retinopathy (context-dependent category),unspecified,0
201250006,Ischaemic ulcer diabetic foot,unspecified,0
201251005,Neuropathic diabetic ulcer - foot,unspecified,0
201252003,Mixed diabetic ulcer - foot,unspecified,0
201723002,Diabetic hand syndrome,unspecified,0
201724008,Diabetic Charcot's arthropathy,unspecified,1
201961000000104,Referral to diabetic register (procedure),unspecified,0
202151000000105,Patient consent given for addition to diabetic register (finding),unspecified,0
202461000000102,Referral to diabetic eye clinic (procedure),unspecified,0
203951000000101,Diabetic antenatal clinic (environment),unspecified,0
204061000000100,Diabetic - adequate control (finding),unspecified,0
207022008,[D]Gangrene of toe in diabetic,unspecified,0
207023003,[D]Widespread diabetic foot gangrene,unspecified,0
207181000000101,Referral to multidisciplinary diabetic clinic,unspecified,0
207191000000104,Referral to multidisciplinary diabetic clinic,unspecified,0
207201000000102,Seen in multidisciplinary diabetic clinic,unspecified,0
207211000000100,Seen in multidisciplinary diabetic clinic,unspecified,0
207791000000100,Referral to diabetic register,unspecified,0
207801000000101,Referral to diabetic register,unspecified,0
207931000000103,Patient consent given for addition to diabetic register,unspecified,0
207941000000107,Patient consent given for addition to diabetic register,unspecified,0
212021000000102,Referral to diabetic eye clinic,unspecified,0
212031000000100,Referral to diabetic eye clinic,unspecified,0
212545006,Poisoning by antidiabetic agent,unspecified,0
212547003,Insulins or antidiabetic poisoning NOS,unspecified,0
213771000000105,Diabetic 6 month review,unspecified,0
213781000000107,Diabetic 6 month review,unspecified,0
213991000000107,Type 1 diabetes mellitus with gastroparesis,type 1,0
214001000000102,Type 2 diabetes mellitus with gastroparesis,type 2,0
214811000000108,Did not attend diabetic retinopathy clinic,unspecified,0
214821000000102,Did not attend diabetic retinopathy clinic,unspecified,0
215111000000100,Diabetic monitoring - lower risk albumin excretion,unspecified,0
215121000000106,Diabetic monitoring - lower risk albumin excretion,unspecified,0
215131000000108,Diabetic monitoring - higher risk albumin excretion,unspecified,0
215141000000104,Diabetic monitoring - higher risk albumin excretion,unspecified,0
21584002,Syndrome of infant of diabetic mother,unspecified,0
217341008,Xanthoma diabeticorum,unspecified,0
218454003,Adverse reaction to insulins and antidiabetic agents,unspecified,0
218467000,Adverse reaction to insulins and antidiabetic agents NOS,unspecified,0
21858001,Diabetes with renal manifestations,unspecified,0
2222141000000103,Type 2 Diabetes in the Young review,type 2,0
2222151000000100,Type 2 Diabetes in the Young review offered (situation),type 2,0
222976009,[X]Insulin and oral hypoglycemic [antidiabetic] drugs causing adverse effects in therapeutic use,unspecified,0
229860000,Diabetic jam,unspecified,0
229867002,Diabetic marmalade,unspecified,0
229876009,Diabetic chocolate,unspecified,0
23045005,Insulin dependent diabetes mellitus type IA,type 1,0
230572002,Diabetic neuropathy,unspecified,0
230573007,Diabetic distal sensorimotor polyneuropathy,unspecified,0
230574001,Diabetic acute painful polyneuropathy,unspecified,0
230575000,Diabetic chronic painful polyneuropathy,unspecified,0
230576004,Diabetic asymmetric polyneuropathy,unspecified,0
230577008,Diabetic mononeuropathy,unspecified,1
230578003,Diabetic truncal radiculopathy,unspecified,0
230579006,Diabetic thoracic radiculopathy,unspecified,0
23111000000103,Diabetes clinic administration,unspecified,0
232019003,Visually threatening diabetic retinopathy,unspecified,0
232020009,Diabetic maculopathy,unspecified,0
232021008,Proliferative diabetic retinopathy new vessels on disc,unspecified,0
232022001,Proliferative diabetic retinopathy with new vessels elsewhere than on disc,unspecified,0
232023006,Diabetic traction retinal detachment,unspecified,0
2324501000000108,Diabetes distress,unspecified,0
236499007,Microalbuminuric diabetic nephropathy,unspecified,0
236500003,Clinical diabetic nephropathy,unspecified,0
237599002,Insulin-treated non-insulin-dependent diabetes mellitus,type 2,1
237608006,Lipodystrophy partial with Reiger anomaly short stature and insulinopenic diabetes mellitus,unspecified,0
237616002,Hypogonadism diabetes mellitus alopecia mental retardation and electrocardiographic abnormalities,unspecified,0
237618001,Insulin-dependent diabetes mellitus secretory diarrhoea syndrome,type 1,1
237620003,Abnormal metabolic state in diabetes mellitus,unspecified,0
237621004,Diabetic severe hyperglycemia,unspecified,0
237626009,Pregnancy and insulin-dependent diabetes mellitus,type 1,0
237627000,Pregnancy and NIDDM,type 2,0
237632004,Hypoglycaemic event in diabetes,unspecified,0
237633009,Hypoglycemic state in diabetes,unspecified,0
237650006,Insulin resistance in diabetes,unspecified,0
2386451000000107,Signposting to diabetes support service,unspecified,0
238981002,Soft tissue complication of diabetes mellitus,unspecified,0
238982009,Diabetic dermopathy,unspecified,0
238983004,Diabetic thick skin syndrome,unspecified,0
238984005,Diabetic rubeosis,unspecified,0
239823009,Diabetic hand syndrome,unspecified,0
243421000119104,Proteinuria due to type 1 diabetes mellitus (disorder),type 1,0
243860001,Diabetic monitoring status,unspecified,0
24451000000107,Diabetes: shared care in pregnancy - diabetologist and obstetrician,unspecified,0
24471000000103,Type 2 diabetes on insulin,type 2,0
24481000000101,Type 2 diabetes on diet only,type 2,0
247771000000108,Diabetic digital retinopathy screening offered (finding),unspecified,0
248161000000101,Referral for diabetic retinopathy screening (procedure),unspecified,0
24927004,Diabetes with ketoacidosis,unspecified,0
250571000000104,Diabetic digital retinopathy screening offered ,unspecified,0
25093002,Diabetic oculopathy,unspecified,0
250931000000108,Referral for diabetic retinopathy screening ,unspecified,0
253201000000101,Diabetic digital retinopathy screening offered ,unspecified,0
25351000000101,Diabetic diet - good compliance,unspecified,0
25361000000103,Diabetic diet - poor compliance,unspecified,0
25412000,Diabetic retinal microaneurysm,unspecified,0
25907005,Diabetic gangrene,unspecified,0
26298008,Diabetic coma with ketoacidosis,unspecified,0
264517001,Diffuse diabetic glomerulosclerosis,unspecified,0
264553004,Nodular diabetic glomerulosclerosis,unspecified,0
267379000,Diabetes mellitus juvenile type with no mention of complication,type 1,0
267380002,Diabetes mellitus adult onset with no mention of complication,type 2,0
267381003,Diabetes mellitus with renal manifestation,unspecified,0
267382005,Diabetes mellitus with neurological manifestation,unspecified,0
267383000,Diabetes mellitus with peripheral circulatory disorder,unspecified,0
267467004,Diabetes mellitus (& [ketoacidosis]),unspecified,0
267468009,Diabetes mellitus: [adult onset] or [noninsulin dependent],type 2,0
267469001,Insulin dependent diabetes mellitus,type 1,0
267471001,Diabetic retinopathy,unspecified,0
267472008,Diabetes + neuropathy (& [amyotrophy]),unspecified,0
267473003,Gangrene - diabetic,unspecified,0
267474009,Diabetes with other complications,unspecified,0
267604001,Myasthenic syndrome due to diabetic amyotrophy,unspecified,0
267722005,(Secondary cataract) or (diabetic cataract),unspecified,0
268517006,Diabetic monitoring - injection sites,unspecified,0
268519009,Diabetic - poor control,unspecified,1
268597007,Diabetic monitoring (& [clinic]),unspecified,0
268598002,Diabetic treatment changed,unspecified,0
268599005,Diabetic - poor control (& [unstable]),unspecified,0
268882001,Perinatal endocrine &/or metabolic problem (& [diabetes]),unspecified,0
269823000,Hemoglobin A1C - diabetic control interpretation,unspecified,0
270445003,Diabetes monitoring check done,unspecified,0
273411009,Diabetes clinic satisfaction questionnaire,unspecified,0
273412002,DTSQ - Diabetes treatment satisfaction questionnaire,unspecified,0
273413007,Diabetes wellbeing questionnaire,unspecified,0
273911000000108,Referral for diabetic retinopathy screening ,unspecified,0
274589008,[EDTA] Diabetes Type I (insulin dependent) associated with renal failure,type 1,0
274590004,[EDTA] Diabetes Type II (non-insulin-dependent) associated with renal failure,type 2,0
2751001,Fibrocalculous pancreatic diabetes,unspecified,0
275522008,Diabetes mellitus with gangrene,unspecified,0
275918005,Unstable diabetes,unspecified,0
276651000000107,Attended diabetes education and self management for ongoing and newly diagnosed structured programme (finding),unspecified,0
276661000000105,Attended DESMOND diabetes structured education programme ,unspecified,0
276671000000103,Attended DESMOND diabetes structured education programme ,unspecified,0
278511008,Diabetic femoral mononeuropathy,unspecified,0
279291000000109,Diabetes type 1 review (regime/therapy),type 1,0
279301000000108,Diabetes type 1 review ,type 1,0
279311000000105,Diabetes type 1 review ,type 1,0
279321000000104,Diabetes type 2 review (regime/therapy),type 2,0
279331000000102,Diabetes type 2 review ,type 2,0
279341000000106,Diabetes type 2 review ,type 2,0
279521000000108,Referral to community diabetes specialist nurse (procedure),unspecified,0
279531000000105,Referral to community diabetes specialist nurse ,unspecified,0
279541000000101,Referral to community diabetes specialist nurse ,unspecified,0
280137006,Diabetic foot,unspecified,0
28032008,Insulin dependent diabetes mellitus type IB,type 1,0
28331000119107,Retinal oedema due to type 2 diabetes mellitus,type 2,0
284350006,Dietary advice for diabetes mellitus,unspecified,0
285361000000104,Assessment of diabetic ulcer of leg,unspecified,0
286912007,Diabetes with ketoacidosis - no coma,unspecified,0
290002008,Unstable type I diabetes mellitus,type 1,1
300121000000105,Diabetes mellitus type I diet education (procedure),type 1,0
300131000000107,Diabetes mellitus type II diet education (procedure),type 2,0
300501000000108,Diabetes structured education program completed (situation),unspecified,0
300511000000105,Completed diabetes structured education programme ,unspecified,0
300521000000104,Completed diabetes structured education programme ,unspecified,0
300641000000105,Seen by general practitioner with special interest in diabetes (finding),unspecified,0
300651000000108,Seen by diabetes special interest general practitioner ,unspecified,0
300661000000106,Seen by diabetes special interest general practitioner ,unspecified,0
304752002,Perceived control of insulin-dependent diabetes,type 1,0
305401000000104,Information sharing consent status for national screening programme for diabetic retinopathy (finding),unspecified,0
305561005,Under care of diabetic liaison nurse,unspecified,0
305738006,Seen by diabetic liaison nurse,unspecified,0
306032006,Referral by diabetic liaison nurse,unspecified,0
306401000000106,Attended expert patient education versus routine treatment diabetes structured education programme (finding),unspecified,0
306411000000108,Attended expert patient education versus routine treatment structured diabetes programme ,unspecified,0
306421000000102,Attended expert patient education versus routine treatment structured diabetes programme ,unspecified,0
306441000000109,Attended dose adjustment for normal eating diabetes structured education programme (finding),unspecified,0
306451000000107,Attended dose adjustment for normal eating structured diabetes education programme ,unspecified,0
306461000000105,Attended dose adjustment for normal eating structured diabetes education programme ,unspecified,0
306471000000103,Dose adjustment for normal eating diabetes structured education programme completed (situation),unspecified,0
306481000000101,Dose adjustment for normal eating structured diabetes education programme completed ,unspecified,0
306491000000104,Dose adjustment for normal eating structured diabetes education programme completed ,unspecified,0
306499007,Discharge by diabetic liaison nurse,unspecified,0
306501000000105,Diabetes education and self management for ongoing and newly diagnosed structured programme completed (situation),unspecified,0
306511000000107,Diabetes education and self management for ongoing and newly diagnosed structured programme completed ,unspecified,0
306521000000101,Diabetes education and self management for ongoing and newly diagnosed structured programme completed ,unspecified,0
306531000000104,Expert patient education versus routine treatment diabetes structured education programme completed (situation),unspecified,0
306541000000108,Expert patient education versus routine treatment diabetes structured education programme completed ,unspecified,0
306551000000106,Expert patient education versus routine treatment diabetes structured education programme completed ,unspecified,0
306591000000103,Diabetes structured education programme declined (situation),unspecified,0
306601000000109,Diabetes structured education programme declined ,unspecified,0
306611000000106,Diabetes structured education programme declined ,unspecified,0
306701000000102,Referral to dose adjustment for normal eating diabetes structured education programme (procedure),unspecified,0
306711000000100,Referral to dose adjustment for normal eating diabetes structured education programme ,unspecified,0
306721000000106,Referral to dose adjustment for normal eating diabetes structured education programme ,unspecified,0
306741000000104,Referral to diabetes education and self management for ongoing and newly diagnosed diabetes structured programme (procedure),unspecified,0
306751000000101,Referral to diabetes education and self management for ongoing and newly diagnosed diabetes structured programme ,unspecified,0
306761000000103,Referral to diabetes education and self management for ongoing and newly diagnosed diabetes structured programme ,unspecified,0
306771000000105,Referral to expert patient education versus routine treatment diabetes structured education programme (procedure),unspecified,0
306781000000107,Referral to expert patient education versus routine treatment diabetes structured education programme ,unspecified,0
306791000000109,Referral to expert patient education versus routine treatment diabetes structured education programme ,unspecified,0
306861000000107,Did not attend diabetes structured education programme (finding),unspecified,0
306871000000100,Did not attend diabetes structured education programme ,unspecified,0
306881000000103,Did not attend diabetes structured education programme ,unspecified,0
306931000000106,Did not complete diabetes structured education programme (situation),unspecified,0
306941000000102,Did not complete diabetes structured education programme ,unspecified,0
306951000000104,Did not complete diabetes structured education programme ,unspecified,0
306961000000101,Did not complete dose adjustment for normal eating diabetes structured education programme (situation),unspecified,0
306971000000108,Did not complete dose adjustment for normal eating diabetes structured education programme ,unspecified,0
306981000000105,Did not complete dose adjustment for normal eating diabetes structured education programme ,unspecified,0
306991000000107,Did not complete diabetes education and self management for ongoing and newly diagnosed structured programme (situation),unspecified,0
307001000000101,Did not complete diabetes education and self management for ongoing and newly diagnosed structured programme ,unspecified,0
307011000000104,Did not complete diabetes education and self management for ongoing and newly diagnosed structured programme ,unspecified,0
307021000000105,Did not complete expert patient education versus routine treatment diabetes structured education programme (situation),unspecified,0
307031000000107,Did not complete expert patient education versus routine treatment diabetes structured education programme ,unspecified,0
307041000000103,Did not complete expert patient education versus routine treatment diabetes structured education programme ,unspecified,0
307141000000102,Did not attend dose adjustment for normal eating diabetes structured education programme (finding),unspecified,0
307151000000104,Did not attend dose adjustment for normal eating diabetes structured education programme ,unspecified,0
307161000000101,Did not attend dose adjustment for normal eating diabetes structured education programme ,unspecified,0
307171000000108,Did not attend diabetes education and self management for ongoing and newly diagnosed structured programme (finding),unspecified,0
307181000000105,Did not attend diabetes education and self management for ongoing and newly diagnosed structured programme ,unspecified,0
307191000000107,Did not attend diabetes education and self management for ongoing and newly diagnosed structured programme ,unspecified,0
307201000000109,Did not attend expert patient education versus routine treatment diabetes structured education programme (finding),unspecified,0
